,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_subj.0GabPL5vHH8P,0.46741491133912627,0.010468724304647842,0.44431899086549403,0.46266966924884007,0.46640455500667216,0.47353782380302056,0.4880090156196606,0.0005557331494777987
z_subj.0VVhHyPBOh8x,0.46796537847326825,0.011207833169909757,0.44509012967987915,0.4627942298673828,0.46640756856651616,0.47446741497980266,0.4909835405639108,0.0006132264330693292
z_subj.1YT4qLD19kvV,0.47119977862373336,0.011746399135715109,0.4504308395151756,0.46456751385119566,0.46892203210638556,0.4779785198427252,0.49822280945756,0.0006406052286469601
z_subj.38HjYDEebF7Q,0.4699793560765305,0.010684509045412438,0.4499653960378705,0.4637828482184745,0.467952841630006,0.4762902406582419,0.4925084029512716,0.0005943886625055376
z_subj.3m9MitiUNkLe,0.4678061116539146,0.011756694268626616,0.44336480924328536,0.462485034929512,0.46632596679795124,0.4746414807917533,0.4928520212911671,0.0006226375927317928
z_subj.568OcVLCD0h4,0.4701908985416074,0.010792377698107572,0.45090254750436193,0.4640764400243611,0.4683511861752391,0.47626775329725857,0.4957303422891731,0.0006548365797502156
z_subj.5E741EFf1D68,0.4684742659853796,0.01099549854414627,0.44411643662284567,0.46321942766488666,0.4670088693918936,0.47494881086104934,0.4909475704332184,0.0006017658870296907
z_subj.6xP2E90cGY7d,0.471695554585451,0.01118650557953285,0.45253004675988384,0.46469006946059277,0.4698826755438827,0.478063612800915,0.49925746441439994,0.0006698967155839965
z_subj.8DgoXYZI05ZJ,0.4680587136624843,0.010815153199713849,0.44490974926212284,0.4631246271169272,0.4667733026427312,0.4744858543918598,0.4897113774203924,0.0005596110702244015
z_subj.8LhlcQz7sD9E,0.4702672099832868,0.010718004507669339,0.4503669654880659,0.46413539304194185,0.4686856446207596,0.4764968078235843,0.494542254064143,0.0006156686826681732
z_subj.8Ym9I2KtvcUQ,0.46914559015500706,0.010895066948927492,0.44936161530054314,0.4633707276931285,0.46737094388370515,0.47562368108179154,0.49184492635123794,0.0005896800850330552
z_subj.8jdRn0wiVZIJ,0.471585405014685,0.011466851535359505,0.4506770734804961,0.46463746927950245,0.46940093118890325,0.4780185543310124,0.4970665460066242,0.0006840791533768818
z_subj.8q2Uy2Q70plH,0.4711290638438805,0.011291179092190889,0.4503587205788254,0.4645930001658455,0.4693797377183306,0.477500669366048,0.49677532504778055,0.0006317057626099555
z_subj.ALbe7y6EHaM1,0.4689966982840069,0.011094102508177396,0.44642936436979325,0.46337876618113794,0.46756848273987156,0.4752135698973563,0.4918961688292692,0.0006316405236770875
z_subj.Bu35lM8ZMH2V,0.4704134806958852,0.011037273503944471,0.4501474236067331,0.46414802405934813,0.46846025217720705,0.47671660864647863,0.496042949044102,0.0006520309357043761
z_subj.Bz45IxAK5fjO,0.46973062760059997,0.010745104697236283,0.4502575344041984,0.4639893874408751,0.4679076326353502,0.47548473190379253,0.49352748909331623,0.0005918155781237738
z_subj.CW4cYd1QYeU1,0.4689285424162282,0.010567433847101309,0.4478006514850818,0.46343373897957246,0.467312487613918,0.4751439841652319,0.49120553132091427,0.0005943175035112091
z_subj.Erj2vLkrFRFK,0.4665955501813065,0.011367560239223612,0.4412866343816344,0.4619791935715002,0.4659743490928487,0.4730413704205337,0.4874829038993633,0.0006532124110697976
z_subj.FNFg4qd24uNy,0.4685743555715723,0.010625499390919706,0.4468563003896827,0.4632238333727578,0.4673129813772643,0.47509310017110973,0.4891921186812488,0.0005634364603061534
z_subj.G6HbAL5CKckH,0.4702471283941484,0.010627445688684295,0.4503977091341171,0.4641182809113924,0.4686469359264952,0.47674574070926745,0.49351931020425577,0.0005937821252169761
z_subj.HJgtd5UpWefA,0.4665486621288771,0.011161458368312146,0.4410550825469638,0.46225472704367543,0.4659513747940246,0.47339175483125967,0.4870613332048984,0.0006222190280327391
z_subj.JXwtQfYRmdlb,0.4697222401582095,0.011197536398728256,0.4501256238530088,0.4637529811933792,0.46744450084515854,0.4756053160704425,0.4934056119024129,0.0006334408393830859
z_subj.Jm9VG9LqGvAY,0.46816737922262064,0.011206845380888512,0.4438224649112922,0.4631658374795269,0.4668270809583975,0.4748095087770082,0.49065344391935695,0.0005918828170614346
z_subj.KOP4RVWbQg5t,0.46895577494624574,0.010792289907374748,0.4449555833304772,0.4638617949867434,0.46756514284413414,0.47531630384817414,0.4910448068104203,0.0006015108044212448
z_subj.KhkKnvIk9rxi,0.4686873329054787,0.011163995451882184,0.44712800450272266,0.46336471317696587,0.4669785935154492,0.4751631189584313,0.491980390244056,0.0005987488169750738
z_subj.Kr1fhFpwcKCC,0.47057289471590197,0.01099564742481996,0.44849472659488904,0.4643977013307208,0.4691066949568566,0.47698113427840333,0.49517195466380504,0.0006330679143227952
z_subj.LD4oLHRdPfA9,0.46853111499244704,0.011124467604598247,0.4456128998262223,0.463211844206354,0.4668378647129832,0.47511860521668536,0.49143797830467206,0.0006265542174758882
z_subj.Lh7MG1xY0pQl,0.46822003470031615,0.010344482954047296,0.4460624960931087,0.46310437690224526,0.46656090433876335,0.4744378569259576,0.48949785767800014,0.0005507381035814548
z_subj.M07bqEUmTTmk,0.46845612409345083,0.010832872677855945,0.4469614551594064,0.46315049688081894,0.4668266166770107,0.47465380011295416,0.4903113526561034,0.0005836152529158865
z_subj.NbvzyCXZZi1L,0.4704434130384942,0.011427955682828516,0.451285119218966,0.46408839153063747,0.46833001476385927,0.47674144222722614,0.49562187440802663,0.0006547309680706844
z_subj.Nni7lJOWzkSC,0.46941589198113615,0.011161676189215966,0.44753746402615585,0.46388654546130925,0.467870307032609,0.47582153023228513,0.4922836562865938,0.0005826511729985803
z_subj.Ny14T48vbIXV,0.46967141620092834,0.010699168731540597,0.44914000213954147,0.4640662330060371,0.46816120931113364,0.4759378832770578,0.49220071121968534,0.0006310353761771378
z_subj.P35mVpqY5nDB,0.4675927322049565,0.011379752160029859,0.44267851325439544,0.46269810567625574,0.46618634034131506,0.47399233450507755,0.4912120741309517,0.0005964089266298805
z_subj.Pvfc2tCVizbx,0.46964462991091416,0.010626221346999105,0.4495825872867534,0.463579269890415,0.4677657944509635,0.4756435300769103,0.4927004319042613,0.0006239026537502941
