,a(full violation),a(no violation),a(purpose violation),a(text violation),v(full violation),v(no violation),v(purpose violation),v(text violation),t,z_trans(full violation),z_trans(no violation),z_trans(purpose violation),z_trans(text violation)
874,3.7472908858852065,3.80558002075017,3.2498611485899893,3.3571981387552157,1.025825721503852,-1.079998450494586,-0.49765594518034745,0.18902945882237251,0.6724180824333986,-0.11028229081115726,0.14961526468935618,0.3255825927868507,-0.007905920736952662
875,3.8110466540279617,3.9109703756489176,3.1999966407838665,3.3808764256141806,1.0103470220976036,-1.1409818185793688,-0.465453360505152,0.23263330593251783,0.6670937189593901,-0.10492014062912425,0.2124686209963794,0.2685626353891817,-0.023738256956399847
876,3.852738453825514,3.824563211584739,3.2663958838433342,3.3841230566873812,1.0652212659391682,-1.110460099680829,-0.4897607131784734,0.21388507820964503,0.6593809038716333,-0.12144762963441931,0.194002142480385,0.2822889297553217,-0.02926319251400089
877,3.780353112462758,3.6950745605685045,3.2835179107890284,3.3871939966756495,1.0529120347313143,-1.1192936941268148,-0.5051404263382414,0.2289898543980371,0.6515815106514675,-0.18180581153049047,0.30800510357611793,0.3159985500750107,0.014420505832331787
878,3.7752593730778066,3.808070067712494,3.2702735793443716,3.3856673211755064,1.045439892489422,-1.128550985468531,-0.49942970313860424,0.22479640999060735,0.6642834023055946,-0.10346279425090724,0.18403932435428605,0.3423514194594469,-0.05658547955396856
879,3.806185141676685,3.8728050158446385,3.2842672534258117,3.397140013732918,1.0640949003184488,-1.0962119939186026,-0.5197066636305945,0.22462238916728125,0.6563997325760875,-0.16176238614762875,0.17991750188052852,0.3371886745734922,-0.05360114133640351
880,3.808554972139719,3.8608441571550083,3.295449678462249,3.407483016505445,1.0387476759630152,-1.1117290057547338,-0.5220942509001014,0.25432076512013446,0.6626723125331769,-0.10158507909875172,0.18624810120055563,0.3233663670424893,-0.07617300322091478
881,3.8095878618250283,3.83038001716311,3.260725036477589,3.4071721663327343,1.0569388397658854,-1.085320416526675,-0.494432615922771,0.2240990281879809,0.6496821169510282,-0.17692816544234644,0.18022816741476047,0.2683641604025265,-0.04734478393543505
882,3.7999212382508136,3.891046761132429,3.2917560218788964,3.390258790962654,1.0632179245143605,-1.0830439016961155,-0.5087270027781653,0.21890124965561453,0.6513432535052845,-0.16677860825818605,0.15253504693223457,0.31383273271816337,0.036482442959813996
883,3.8600861493267473,3.67349360668021,3.2102796045011046,3.322207787075718,1.0323565034098392,-1.0758923741613273,-0.5075400198132923,0.27208762112917817,0.7045610787372524,-0.05201566527611513,0.1526747683358865,0.279005893591894,-0.06833531541109295
884,3.834694170467572,3.661963988905239,3.2620262452371933,3.3594011251680174,1.0283493446635303,-1.044707915148367,-0.4568035233269455,0.24456841166800763,0.6896111095217279,-0.07675340220143834,0.16453723452665353,0.2254850950899111,-0.007057436354618779
885,3.8676092022348034,3.76649938122744,3.248976743679015,3.3838026230625764,1.045766839144964,-1.072238253584629,-0.46168518000552083,0.24549896483106307,0.6739363051549345,-0.05706752137202463,0.1388380215728961,0.24176484850178864,-0.03968597679132066
886,3.9047425993652904,3.796524463680765,3.2360240984028694,3.3693727418655555,1.0282029700615984,-1.102983705250309,-0.5144347925511275,0.21543493342596334,0.6696285827711547,-0.054002102877970456,0.12483698776184558,0.3634068834524594,0.00023052834934814137
887,3.807119296182138,3.7605176433718803,3.280248844168151,3.3365130043009135,1.0248669054811868,-1.061677460861955,-0.5331525415639407,0.23490802632242624,0.6826988256541306,-0.08944924720923161,0.1486962646966395,0.3616360785973871,-0.04392150859734199
888,3.8425027887113465,3.8187183908141162,3.251109114259801,3.4050269720834,1.0327404197444652,-1.1244475066428514,-0.4837146969671431,0.2267271596843593,0.659785868589682,-0.0808895998963398,0.1920952697016139,0.29204088462326455,0.04132790985163978
889,3.8547666610036058,3.9106644305565506,3.2409982339414944,3.335800935560433,1.036614703472951,-1.1315548817989662,-0.5031804424153403,0.23370821274000705,0.6659424311451446,-0.09132154084927738,0.15325654522029797,0.30350218170559895,-0.03273919687232274
890,3.9662622397447507,3.823086410622924,3.213759112635992,3.3696029797044096,0.9985552724242029,-1.1331405767135068,-0.47088266157433584,0.2537988972665644,0.6761578125221799,0.02433634785821509,0.14965908470189934,0.2982795345495234,-0.04371761714266831
891,3.762406974288837,3.7011979595537476,3.2844082432784893,3.388964783334115,0.9933839787972903,-1.062536098064833,-0.511370829448725,0.26261217061598985,0.6703616884514753,-0.08103243024172471,0.16051413399160885,0.2996472021456483,-0.06408647450024939
892,3.726397370919914,3.8334761830762822,3.222806680338794,3.3306966714225243,1.058401159168399,-1.0708766182574085,-0.49657806191513637,0.24391387511587048,0.6758826225910848,-0.11256013657088282,0.1017144790733244,0.31522493650871136,0.00013759868271423503
893,3.778969656250758,3.908673252743473,3.258236278362743,3.3053217451291292,1.0426170860986648,-1.08558795688816,-0.5020258076613456,0.20987937536840712,0.6809755325056547,-0.11292673244237628,0.09595122188482993,0.320655875848592,-0.002662884496666726
894,3.7893462852422473,3.8925788274344946,3.2932017082535867,3.377905746073013,0.9995431747056125,-1.1199331455828743,-0.5133456422756606,0.22094022986411305,0.6746790428805195,-0.09808158174988199,0.14618538332831177,0.3202453996087894,-0.02059589379028265
895,3.875147845678159,3.753298782426209,3.2113347422354916,3.391839686653708,1.028687028583964,-1.0972133980285097,-0.49349348252556463,0.20584092859449946,0.6743408517230214,-0.08491476480869221,0.17478725786130156,0.3122471474270315,0.018449236903366598
896,3.8716322339757294,3.7898064304341212,3.234644990853492,3.38318062996823,1.0479042102463958,-1.100508945604186,-0.515402982919115,0.24491575713692915,0.6697769727020155,-0.10039780244750914,0.19854647269803366,0.3045653525824422,-0.0430800435783778
897,3.820645844305837,3.862560048767623,3.2624565908822074,3.443685905954969,1.0474519221319696,-1.118921131569121,-0.46896592818477595,0.22943879467407555,0.6596462097649842,-0.1323931087385114,0.17485703705982858,0.28174964471822195,0.027254903690309418
898,3.8559717330980168,3.8211061566702837,3.259239669040809,3.338837243847941,1.030110273399207,-1.098005990548167,-0.43455764285572857,0.22135355222657388,0.685023833964461,-0.03781543260810788,0.15022790888449009,0.25437051769260965,0.0008252219505258465
899,3.8608082681788534,3.6138174467662942,3.218435303028373,3.332440693055702,1.0103432017463363,-1.0836755336294903,-0.54096570018001,0.19625450420532403,0.6830347771202769,-0.028573071272340822,0.2267368072882166,0.34776308212460183,0.02401866626999652
900,3.9077351405177256,3.8328317288238223,3.304608024490689,3.4136565312157927,1.0444291936082781,-1.0855980228843416,-0.526798487828516,0.24019449068744259,0.6698868330066667,-0.05280369649378269,0.1185245204101904,0.331056351857512,-0.0286103212169595
901,3.8164640007966457,3.9042537801833013,3.2677569953369963,3.352457795375178,1.0280251442922372,-1.1200718945260084,-0.5076212577272765,0.23304814749047706,0.6739197547430729,-0.07251971860143971,0.14074211752154853,0.28693409417450566,-0.030908428119042167
902,3.8016404965717516,3.8582673680809454,3.2552396056377626,3.3496113806081023,1.0265646623983198,-1.1397876735543708,-0.48663983632252444,0.2260676618560247,0.6706394622474219,-0.1019117787568165,0.20294317441790025,0.2594241417264923,-0.04944847780354272
903,3.828290276735594,3.818915845303037,3.2509823090905474,3.3990019019408715,1.0577963250353668,-1.0899758387667093,-0.47135313334750184,0.2054187643349882,0.6664236184213688,-0.16385843043027942,0.16458107242864653,0.297264393301537,0.008819698321714468
904,3.747589963570814,3.879351020005832,3.2515418104889275,3.3814713139421926,1.0419118699271654,-1.1211021918272936,-0.5198304668757315,0.21887853711433447,0.6701650970820024,-0.1192787328763425,0.17032285075513875,0.30119127598355666,-0.030904836701617824
905,3.835098485628749,3.7394223550546144,3.223942762917308,3.383029745152861,1.0473701860031663,-1.080782833901174,-0.47545226892226744,0.26359928031115504,0.6912015186529421,-0.08284203310997126,0.1747020351827821,0.26594477941525885,-0.03185492137339438
906,3.8210031369716306,3.8419999681266286,3.2047531999158645,3.3823516794179085,1.036964024967497,-1.084878488191036,-0.5015238630090656,0.2444459381082396,0.6728288600011924,-0.11666860513542553,0.13886035935734964,0.3245528252118714,-0.006244054797027894
907,3.9080416982542148,3.9322016585429402,3.2907451355088275,3.428464110725346,1.025532816602051,-1.127857540389085,-0.47141027382082334,0.2524051611674812,0.648107113911157,-0.12575016747938023,0.18387533421778415,0.2909361982958039,-0.046708289269064514
908,3.9974702091820893,4.004117706874116,3.284593757697954,3.401370276306358,1.0714530305276635,-1.1331055775032364,-0.47851518693909934,0.26134226851829434,0.6451100473927256,-0.09631427333355891,0.14697955092871806,0.29520302370219714,-0.10194351552005655
909,3.916855956797,4.026432607405134,3.2794588106739226,3.392981535051927,1.029647286534928,-1.1425988535462286,-0.4948252650199495,0.23171783376170835,0.6514094983029063,-0.06791558316478138,0.1283504772591456,0.3292439242731285,-0.02998255983559625
910,3.9507417488009273,3.9011759272112108,3.29270095046162,3.4159407743593833,1.0164159680980676,-1.1033604596192592,-0.4893287714475827,0.23652295945495236,0.6616124566407247,-0.019538189946572526,0.12324680935832778,0.31053084499738365,-0.014753080613692175
911,3.870604568523868,3.9938235123758523,3.2242731000578067,3.3936151307410185,1.0382236317941937,-1.0918416348759883,-0.48727167958474993,0.21980025420315344,0.6634316084684669,-0.04972681043959104,0.08492416623318158,0.3208468691165385,-0.027897191274303457
912,3.844279151007986,3.907842794228843,3.272851518040687,3.3222907194857063,1.0040330017618029,-1.0872532809504154,-0.49062106273707845,0.23396032511568393,0.6742583505913379,-0.05950770228207744,0.08623685929026612,0.30465359810845805,-0.047570544463363236
913,3.791358965933821,3.794757589701792,3.246712348416901,3.3598895819414496,1.0269956631722785,-1.0639662890514705,-0.5297339300950239,0.23354930664965518,0.6929651548467946,-0.0601991187010853,0.10933590858862612,0.3406014534369325,0.012638005834161123
914,3.790112250501374,3.846544252179362,3.241481862978805,3.3714516952512867,1.068025994084259,-1.120911929667802,-0.4466924715958981,0.2440780007804999,0.6728355111467305,-0.14357972749398787,0.16931326317850542,0.2700227656886176,-0.05132076371341174
915,3.873249907973298,3.826919280946653,3.2325677960577535,3.3872458230083753,1.037450344233649,-1.0618043743119547,-0.4851429875281887,0.1878795569871289,0.6621804039846613,-0.08733981362589241,0.1377420161640347,0.30710212552653227,0.06916231873664223
916,3.884619986463598,3.9719559037874754,3.2593686898705467,3.385692652252188,1.0692142194493601,-1.094298084662975,-0.47914837954782497,0.22189165492943602,0.6709444074581079,-0.08996519338194472,0.05679756091501806,0.2951809225463035,-0.0069447834798249675
