"subj_code","condition","block_number","case","mode","trial_index","stimulus","text_violation","purpose_violation","stim_type","yes_key","response","response_num","rt","correct_response","wrong_answer"
"tTyXXA5QfLpA","speed_accuracy",1,"shoes","spd",64,"To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks around in socks and keeps the floor clean.</b><br>",0,0,"congruent","e","no",0,1931,"",""
"tTyXXA5QfLpA","speed_accuracy",1,"shoes","spd",67,"To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks in with muddy socks and dirties the carpet.</b><br>",0,1,"incongruent","e","no",0,1951,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",72,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker sits on a station bench and takes a five-minute nap.</b><br>",1,0,"incongruent","e","yes",1,3208,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",75,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the whole night on a bench but does not sleep.</b><br>",0,1,"incongruent","e","no",0,3364,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",78,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the night sleeping on the station floor.</b><br>",0,1,"incongruent","e","no",0,2734,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",81,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A commuter briefly falls asleep on a bench waiting for his train.</b><br>",1,0,"incongruent","e","yes",1,2386,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",84,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A shift worker briefly dozes on a bench waiting for her manager.</b><br>",1,0,"incongruent","e","yes",1,2636,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",87,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker looks for her lost phone on the station platform.</b><br>",0,0,"congruent","e","no",0,2191,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",90,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A businesswoman enters the station and buys her train ticket.</b><br>",0,0,"congruent","e","no",0,1712,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",93,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker spends the night sleeping behind a station bench.</b><br>",0,1,"incongruent","e","no",0,3797,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",96,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the night sleeping on a bench at the station.</b><br>",1,1,"congruent","e","yes",1,1924,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",99,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A commuter sits on a station bench while waiting for her train.</b><br>",0,0,"congruent","e","no",0,1909,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",102,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A nightclub dancer falls asleep on a station bench after work.</b><br>",1,1,"congruent","e","yes",1,2169,"",""
"tTyXXA5QfLpA","speed_accuracy",2,"trainstation","spd",105,"To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker spends the night sleeping on a station bench.</b><br>",1,1,"congruent","e","yes",1,2750,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",110,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man re-parks his car in the cul-de-sac to let a guest out.</b><br>",0,0,"congruent","e","no",0,2100,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",113,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A neighbor sips on wine and re-parks his car in the cul-de-sac.</b><br>",1,0,"incongruent","e","yes",1,2568,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",116,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One stormy night two sober motorbikers race each other on a dark backroad.</b><br>",0,1,"incongruent","e","no",0,2572,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",119,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking soda at the movie theater.</b><br>",0,0,"congruent","e","no",0,1853,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",122,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man rides his motorcycle home after playing board games.</b><br>",0,0,"congruent","e","no",0,1349,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",125,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One night two drunk motorbikers race each other on a dark backroad.</b><br>",1,1,"congruent","e","yes",1,1534,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",128,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man drives home after drinking heavily at a music festival.</b><br>",1,1,"congruent","e","yes",1,4098,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",131,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after taking ecstasy at a music festival.</b><br>",0,1,"incongruent","e","no",0,2030,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",134,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking whiskey at the movie theater.</b><br>",1,1,"congruent","e","yes",1,1868,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",137,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man rides his motorcycle home after smoking marihuana.</b><br>",0,1,"incongruent","e","no",0,1695,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",140,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A drunk man drives his wife to the hospital as she goes into labor.</b><br>",1,0,"incongruent","e","yes",1,3220,"",""
"tTyXXA5QfLpA","speed_accuracy",3,"alcohol","spd",143,"To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A person drives to work after using alcohol-based mouthwash.</b><br>",1,0,"incongruent","e","no",0,2731,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",148,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A recently retired scientist returns to collect his briefcase.</b><br>",1,0,"incongruent","e","yes",1,3068,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",151,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A skilled technician enters the lab to discuss a job opening.</b><br>",1,0,"incongruent","e","no",0,NA,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",154,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A student enters the laboratory to observe the scientists' work.</b><br>",1,1,"congruent","e","yes",1,2146,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",157,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member spends the night sleeping on fragile lab equipment.</b><br>",0,1,"incongruent","e","no",0,1855,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",160,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member stays after work and gets drunk in the laboratory.</b><br>",0,1,"incongruent","e","no",0,2162,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",163,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>",1,1,"congruent","e","yes",1,1737,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",166,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>",0,0,"congruent","e","no",0,2682,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",169,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>",1,0,"incongruent","e","yes",1,1738,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",172,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A member of the public walks past the laboratory while going home.</b><br>",0,0,"congruent","e","no",0,2439,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",175,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>",0,1,"incongruent","e","no",0,2344,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",178,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>An amateur scientist enters the laboratory to take photographs.</b><br>",1,1,"congruent","e","yes",1,1625,"",""
"tTyXXA5QfLpA","speed_accuracy",4,"lab","spd",181,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A tourist walks past the laboratory on his way to the wax museum.</b><br>",0,0,"congruent","e","no",0,2223,"",""
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",187,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student browses her phone instead of following her lesson.</b><br>",1,1,"congruent","e","yes",1,2354,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",190,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student reads news on her tablet and doesn't follow the lesson.</b><br>",0,1,"incongruent","e","no",0,4739,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",193,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student takes notes by hand to help her understand a lesson.</b><br>",0,0,"congruent","e","no",0,1894,"no","e"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",196,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays a game on his phone instead of paying attention.</b><br>",1,1,"congruent","e","yes",1,2073,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",199,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A diabetic student gets an alert on her phone to take her insulin.</b><br>",1,0,"incongruent","e","yes",1,2682,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",202,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student texts friends on her phone and pays no attention.</b><br>",1,1,"congruent","e","yes",1,1880,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",205,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student arrives early to class and takes out her pencil case.</b><br>",0,0,"congruent","e","no",0,2496,"no","e"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",208,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student messages friends on his laptop and pays no attention.</b><br>",0,1,"incongruent","e","no",0,3406,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",211,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses his phone's calculator for the in-class assignment.</b><br>",1,0,"incongruent","e","yes",1,2811,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",214,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays on his tablet instead of paying attention in class.</b><br>",0,1,"incongruent","e","no",0,2553,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",217,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses her phone as a paperweight to keep papers together.</b><br>",1,0,"incongruent","e","no",0,2988,"","null"
"tTyXXA5QfLpA","speed_accuracy",5,"phones","acc",220,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student consults the textbook to answer a question in class.</b><br>",0,0,"congruent","e","no",0,3711,"no","e"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",225,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man catches a deer using a trap and gives it a lethal injection.</b><br>",0,1,"incongruent","e","no",0,3401,"","null"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",228,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man heads deep into the local forest and sees several deer.</b><br>",0,0,"congruent","e","no",0,3612,"no","e"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",231,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A farmer shoots a deer to end its suffering after it was run over.</b><br>",1,0,"incongruent","e","yes",1,2639,"","null"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",234,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A hiker finds a dying deer and shoots it to relieve its pain.</b><br>",1,0,"incongruent","e","yes",1,3170,"","null"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",237,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A farmer sprays poison in his woodland to kill the local deer.</b><br>",0,1,"incongruent","e","no",0,1696,"","null"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",240,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A woman enters a wildlife reserve where she shoots two deer.</b><br>",1,1,"congruent","e","yes",1,2183,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",243,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A vet shoots a deer with a disease that threatens the whole herd.</b><br>",1,0,"incongruent","e","yes",1,2805,"","null"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",246,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man takes a walk in the park and photographs the deer there.</b><br>",0,0,"congruent","e","no",0,2773,"no","e"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",249,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A hunter, armed with a rifle, fires on the first deer he sees.</b><br>",1,1,"congruent","e","yes",1,3659,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",252,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A woman hikes in the woods carrying a flashlight and a lunch box.</b><br>",0,0,"congruent","e","no",0,2723,"no","e"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",255,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man heads deep into the local forest and shoots a deer.</b><br>",1,1,"congruent","e","yes",1,1614,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",6,"deer","acc",258,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man catches and kills a lone baby deer with a hunting knife.</b><br>",0,1,"incongruent","e","no",0,3328,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",263,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A woman brings her trained therapy labrador into the restaurant.</b><br>",1,0,"incongruent","e","yes",1,2521,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",266,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his new pet fox into the restaurant for lunch.</b><br>",0,1,"incongruent","e","no",0,1673,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",269,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his pet greyhound.</b><br>",1,1,"congruent","e","yes",1,2310,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",272,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his new pet parrot.</b><br>",0,1,"incongruent","e","no",0,1465,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",275,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A man carries an injured dog into the restaurant to call for help.</b><br>",1,0,"incongruent","e","yes",1,2149,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",278,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A blind person brings his trained guide dog into the restaurant.</b><br>",1,0,"incongruent","e","yes",1,1715,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",281,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer uses the restaurant WC while waiting for her food.</b><br>",0,0,"congruent","e","no",0,2535,"no","e"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",284,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple bring their pet foxhound into the restaurant for dinner.</b><br>",1,1,"congruent","e","yes",1,4787,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",287,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple have breakfast together at the restaurant before work.</b><br>",0,0,"congruent","e","no",0,1713,"no","e"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",290,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his pet monkey into the restaurant for lunch.</b><br>",0,1,"incongruent","e","no",0,1384,"","null"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",293,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>Three colleagues have a meeting over dinner at the restaurant.</b><br>",0,0,"congruent","e","no",0,2291,"no","e"
"tTyXXA5QfLpA","speed_accuracy",7,"restaurant","acc",296,"A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings her pet bulldog into the restaurant for lunch.</b><br>",1,1,"congruent","e","yes",1,1937,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",301,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A landscaper parks a truck in the park to remove a tree.</b><br>",1,0,"incongruent","e","no",0,3580,"","null"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",304,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A motorcycle courier takes a shortcut through the park.</b><br>",0,1,"incongruent","e","no",0,2236,"","null"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",307,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A man drives a tow-truck slowly into the park to remove a car.</b><br>",1,0,"incongruent","e","no",0,3145,"","null"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",310,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A group of friends cycle through the park on a beer bike.</b><br>",0,1,"incongruent","e","no",0,2447,"","null"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",313,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A taxi driver takes a shortcut through the park to save time.</b><br>",1,1,"congruent","e","yes",1,1965,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",316,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A person jogs through the park to get some daily exercise.</b><br>",0,0,"congruent","e","no",0,1787,"no","e"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",319,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A landscaper pushes a grey wheelbarrow through the park.</b><br>",0,0,"congruent","e","no",0,1421,"no","e"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",322,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A couple walk their new baby through the park in a stroller.</b><br>",0,0,"congruent","e","no",0,1654,"no","e"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",325,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A red party limo drives through the park at the DJ's request.</b><br>",1,1,"congruent","e","yes",1,3091,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",328,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>An artist installs a race car in the park to honour local heroes.</b><br>",1,0,"incongruent","e","no",0,6300,"","null"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",331,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A person test-drives their new car through the park at noon.</b><br>",1,1,"congruent","e","yes",1,2082,"yes","i"
"tTyXXA5QfLpA","speed_accuracy",8,"cars","acc",334,"To avoid accidents, the local authority issued a rule: ""No cars are allowed inside the park""""<br><br><br><b>A person speeds through the park on their electric scooter.</b><br>",0,1,"incongruent","e","no",0,1675,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",34,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A recently retired scientist returns to collect his briefcase.</b><br>",1,0,"incongruent","i","yes",1,4887,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",37,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>",1,1,"congruent","i","yes",1,6739,"yes","e"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",40,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member stays after work and gets drunk in the laboratory.</b><br>",0,1,"incongruent","i","no",0,10003,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",43,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A member of the public walks past the laboratory while going home.</b><br>",0,0,"congruent","i","no",0,6749,"no","i"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",46,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A student enters the laboratory to observe the scientists' work.</b><br>",1,1,"congruent","i","yes",1,8213,"yes","e"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",49,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>",0,1,"incongruent","i","no",0,6973,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",52,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>An amateur scientist enters the laboratory to take photographs.</b><br>",1,1,"congruent","i","yes",1,4229,"yes","e"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",55,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member spends the night sleeping on fragile lab equipment.</b><br>",0,1,"incongruent","i","no",0,3378,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",58,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A tourist walks past the laboratory on his way to the wax museum.</b><br>",0,0,"congruent","i","no",0,2657,"no","i"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",61,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A skilled technician enters the lab to discuss a job opening.</b><br>",1,0,"incongruent","i","yes",1,2969,"","null"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",64,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>",0,0,"congruent","i","no",0,2808,"no","i"
"O7tdCvYFaDst","accuracy_speed",1,"lab","acc",67,"To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>",1,0,"incongruent","i","yes",1,4018,"","null"
"O7tdCvYFaDst","accuracy_speed",2,"phones","acc",72,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student reads news on her tablet and doesn't follow the lesson.</b><br>",0,1,"incongruent","i","no",0,7040,"","null"
"O7tdCvYFaDst","accuracy_speed",2,"phones","acc",75,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays on his tablet instead of paying attention in class.</b><br>",0,1,"incongruent","i","no",0,3803,"","null"
"O7tdCvYFaDst","accuracy_speed",2,"phones","acc",78,"To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student messages friends on his laptop and pays no attention.</b><br>",0,1,"incongruent","i","no",0,2801,"","null"
