Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6879060e61fc4bd066e018ca,5f16f559325a640008bb9a07,RETURNED,Not Applicable,2025-07-17T14:17:56.378000Z,,,,,,12880,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6879062413e36dbd33bfb39a,67dac9fec33b7784afd3d08b,RETURNED,Not Applicable,,,,,,,570,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6879064bface5a140b5534a1,61509f6eb3a929e50f33ede1,RETURNED,Not Applicable,2025-07-17T14:18:59.452000Z,,,,,,5970,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68790657cddd53ec7d6a0444,66f480695684a9ff1f525bf8,RETURNED,Not Applicable,2025-07-17T14:19:03.788000Z,2025-07-17T14:34:51.916000Z,,2025-07-17T14:34:52.739000Z,,C2UOTZEI,1128,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68790659482e8e12883b265f,668edb3b608a3d4537e2da08,RETURNED,Not Applicable,2025-07-17T14:19:14.076000Z,,,,,,857,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6879066f7909acabd686b3dd,610c56ddc029efbacb229c71,RETURNED,Not Applicable,2025-07-17T14:19:31.356000Z,,,,,,9003,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687906983206a487cb37c99d,6818a30514aeafc4a3eec354,RETURNED,Not Applicable,2025-07-17T14:20:08.129000Z,,,,,,725,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687906a255eb033a70c819ce,65ca7d29af5b6440d955430a,RETURNED,Not Applicable,2025-07-17T14:20:22.714000Z,,,,,,877,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687906ca380755bba7aab9d9,65c14559b08873161332b3a4,RETURNED,Not Applicable,,,,,,,1042,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687907029c5a43871bb761fa,656895b98a551bd79eb47d0c,RETURNED,Not Applicable,2025-07-17T14:22:00.519000Z,,,,,,3907,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687907203a6670a3ddb346a9,6110878b7d1780f35b6d53b4,RETURNED,Not Applicable,2025-07-17T14:23:46.833000Z,2025-07-17T14:27:48.173000Z,,2025-07-17T14:27:49.142000Z,,C2UOTZEI,566,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6879078b18ff259c8cb66c8b,605bc8caf9e0b0f799baf6da,RETURNED,Not Applicable,2025-07-17T14:24:15.655000Z,,,,,,10970,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6879078e9eb61a79423a5420,6400d8e645e80091a53f9b21,RETURNED,Not Applicable,2025-07-17T14:24:17.990000Z,,,,,,2077,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687907b8e2cd0fe23bcc11f3,67178054a368314e6afa5ed4,RETURNED,Not Applicable,,,,,,,2318,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
