,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a(1),2.59440848888175,0.13329553048144574,2.353618561754543,2.4951553863900204,2.584822996493784,2.680727538432814,2.869980184452931,0.009655463394258755
a(2),2.542980062158362,0.1483583790122667,2.277920195663282,2.440000966803609,2.537600335068519,2.628923447964845,2.87529707528388,0.011619188125972518
a(3),2.618827457260651,0.15432545871732242,2.3464175420901423,2.5114970859122216,2.606993377214518,2.7113164654642365,2.9763471738049967,0.01240646859811614
a(4),2.4853483566449337,0.1270072551453764,2.243348048576684,2.39986282613083,2.483174305595656,2.5678296832616714,2.7423753109945097,0.009127981340148946
a_std,0.69372166905633,0.08243409385280552,0.5504479202608503,0.6357207567951972,0.6864147896109285,0.7422115567349585,0.8772537091102479,0.006971478630146723
a_subj(1).00wnwvwLHBIk,1.9852713280505887,0.27725740406403415,1.5199063396193329,1.7814436854768778,1.970129985850901,2.149687331554221,2.5915864279145664,0.010450155620471014
a_subj(1).0ALnIzl1ydE6,2.6024030950861343,0.5056765812246886,1.7653063936223652,2.256962584836672,2.542978012854833,2.875693681301766,3.787864979850358,0.027159904529938377
a_subj(1).0GabPL5vHH8P,2.4430358190404906,0.42630608121806735,1.7832956962064974,2.151660043589914,2.3794994199014265,2.6754978641838774,3.53192056863568,0.020225405262911608
a_subj(1).0VVhHyPBOh8x,2.562449238080577,0.4253929134055227,1.8141708439551283,2.254966601175859,2.5251961906601723,2.837938824893175,3.4867746759548295,0.019515714155141167
a_subj(1).1YT4qLD19kvV,1.916545067352124,0.25731282018695645,1.4568242498942423,1.7458030500702568,1.8990329450434096,2.0712098587999552,2.50928906590004,0.009471276797221326
a_subj(1).38HjYDEebF7Q,2.9585875041594956,0.5417962980494182,1.9904926375196732,2.5636078437906997,2.9420708130262323,3.309742071428591,4.01759410923275,0.03192977693745575
a_subj(1).3m9MitiUNkLe,2.6231769554828555,0.44259933799870194,1.936205734757882,2.340414624277331,2.5694240913094157,2.8329502644502242,3.5851252961227744,0.020964586739326753
a_subj(1).568OcVLCD0h4,3.0390542964463383,0.6396805355962787,1.9171391332534538,2.578558183562495,2.997586987740253,3.4534446110590773,4.408318634310379,0.03433087543988131
a_subj(1).5E741EFf1D68,3.337352030421005,0.7157620204834014,2.079648611962808,2.8130231246178523,3.265792499780562,3.7698479722876614,5.041872369679651,0.028295164590121446
a_subj(1).6xP2E90cGY7d,2.4410354286043345,0.45069897242107027,1.7334162876176062,2.1090060258342533,2.3739418260426124,2.732962897576331,3.4531683585376185,0.025389635423263706
a_subj(1).8DgoXYZI05ZJ,2.4106539419348185,0.4790865746897909,1.6754150306324331,2.0637961361226043,2.34785766313198,2.696897049093556,3.4686975319585494,0.02616914447807826
a_subj(1).8LhlcQz7sD9E,2.816093586577369,0.5365171058929752,1.9540521257040429,2.438876307539197,2.767219110902601,3.117805568594779,4.07351109927947,0.029368764708282
a_subj(1).8Ym9I2KtvcUQ,2.3328428466161855,0.5172704553266979,1.418388637777859,1.9690144412316588,2.292039153397754,2.653345051540557,3.4404624135250508,0.026312073320792616
a_subj(1).8jdRn0wiVZIJ,2.725366170834964,0.5292306838370429,1.883216938313584,2.335983185314296,2.658044867560676,3.0494986631374714,3.9370371319430815,0.02963077453186507
a_subj(1).8q2Uy2Q70plH,2.78666343326962,0.5210599995895431,1.987314851069351,2.416615355388426,2.710107838574177,3.0733907063343207,4.03890286046078,0.026341349471029014
a_subj(1).ALbe7y6EHaM1,2.2905242900657115,0.5631467553160955,1.4395814638752145,1.8667159331880292,2.1971975046392935,2.6263312932374205,3.6598653722826144,0.03557766810991112
a_subj(1).Bu35lM8ZMH2V,3.3296579567391995,0.615048609305075,2.2861978213523595,2.8905499125306062,3.2645958877658345,3.713413058704475,4.668739840536472,0.030226417271123823
a_subj(1).Bz45IxAK5fjO,1.7613153194667972,0.21345249831305307,1.3765658369847253,1.6102264964172146,1.7422788468041657,1.8969939248394942,2.226253202342017,0.007381942847009495
a_subj(1).CW4cYd1QYeU1,2.9613179334174924,0.6744345484583877,1.887677511167038,2.445743894489804,2.858141655606791,3.3989228214148475,4.509074311321971,0.04196076183930543
a_subj(1).Erj2vLkrFRFK,2.5496810679870525,0.5268546604286742,1.683914563122825,2.168913141545185,2.503812922450958,2.881469037732361,3.7279541389870348,0.03160808853025139
a_subj(1).FNFg4qd24uNy,2.8043101888430852,0.8587875526177153,1.5461131334274578,2.139867360004556,2.6931075308872674,3.356722364007966,4.792203056449171,0.0664060581694911
a_subj(1).G6HbAL5CKckH,1.8420975415300402,0.22606853665417687,1.457393531384866,1.6812209661275537,1.827143364765385,1.9835567993664562,2.3174918656775807,0.008354285644292707
a_subj(1).HJgtd5UpWefA,2.459438236813762,0.4578808739228876,1.659037353311602,2.1389452185435927,2.42693957769652,2.7636918936759027,3.503801152959691,0.022382292127503686
a_subj(1).JXwtQfYRmdlb,3.8620479584256207,0.772814361784261,2.4723140725722264,3.2966115750627143,3.8331157317192934,4.409220329807058,5.434860674344522,0.044631370469000606
a_subj(1).Jm9VG9LqGvAY,2.7459487787035797,0.563911158232259,1.8540769002592548,2.337091972400901,2.6796492604729067,3.0862986694155814,4.076889376102638,0.032097355154801874
a_subj(1).KOP4RVWbQg5t,2.2506179849293337,0.40070035055532394,1.5164300639136843,1.971915980811981,2.220426728150347,2.5036092172513733,3.149141875952716,0.018602768593603814
