,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.P35mVpqY5nDB,0.23955958897335214,0.07902631023123162,0.07323322695490092,0.18706710806918012,0.24705506118930362,0.2966396463078477,0.3759426643082722,0.0058225986692397955
t_subj.Pvfc2tCVizbx,0.4435819537679681,0.06475737702861367,0.2872513633806919,0.406436731556106,0.450805278696881,0.48999831030616986,0.5485643621823028,0.005276729467280469
t_subj.Q2mEAvSQyEQM,0.18481232321451768,0.06309155312903943,0.061550545115271305,0.13989591508658128,0.18690927592815154,0.22993590712739437,0.29653054753777097,0.004925180745011846
t_subj.Qjf7kPixAN5S,0.38385635328799284,0.06803451519587739,0.19372650075719508,0.34805268771317127,0.39420462180817245,0.430934610794895,0.4840904212309611,0.005925548862735599
t_subj.SNL6pT4T0GG2,0.1702216826499395,0.07534840664541129,0.03837661112345853,0.11285544445110655,0.16597889952456135,0.2238166930867349,0.3235651159369032,0.00475265135770252
t_subj.Seoi9ErBmLbz,0.16465887790767958,0.07264573263570777,0.03330763827953414,0.11108916791449586,0.16041558232125602,0.2153190110563411,0.30815450372184366,0.004958523421099982
t_subj.TSOb1FVsC6Gj,0.19272062736310117,0.07710625801440306,0.05290264958138954,0.1398739162362338,0.18949983230763348,0.24237865974824097,0.36114316422565,0.005907818685207289
t_subj.V3QbPDaHmegI,0.3515719888787997,0.04976568619028794,0.22179756004530582,0.33035497409196984,0.3667162436982884,0.3872251965979201,0.41008780260963884,0.0038650203197721092
t_subj.VaDNI9pgJd1X,0.09918503943044701,0.05214643440427441,0.01880136028300264,0.05897768490233095,0.0936803647341383,0.1301517432861527,0.21898541337807303,0.002335471507136544
t_subj.Wb2VgDD1oiqn,0.28361932368201104,0.09786862351325899,0.047498769762406155,0.2539903956053308,0.3197476498883102,0.3507138455104218,0.39119827591244416,0.008856372638427923
t_subj.XdNdtPH2gx6g,0.005321358766732806,0.003218000353020473,0.0008001087883215512,0.002905646389488358,0.004674925376994992,0.007219982365348427,0.013173466657608782,8.874457327535354e-05
t_subj.YJtWDBhIZrfu,0.2465764973854447,0.06447584702261601,0.10631547493890257,0.20377053247964208,0.25122029189369505,0.2947919589932213,0.35887684942856785,0.005038981904815073
t_subj.Yr8fjKtzqBSc,0.16018527547251155,0.055316110466920504,0.052126977310231914,0.12231581132930833,0.15873565038379167,0.2001473499037403,0.2642279646249446,0.0037105424966320335
t_subj.ZyEayYnQuirQ,0.1976492757424994,0.06401503056620242,0.06958526493341079,0.1538686279427833,0.1967567800499816,0.24540019268819796,0.3098176552406951,0.0055006107536088615
t_subj.a1fyzaUeRMiI,0.10686046133284363,0.05800713872234661,0.01877857600875825,0.06110461288307743,0.10065937904022561,0.1410554692008588,0.24066499311123973,0.0030800453404695102
t_subj.a2u6gJO7Y274,0.46866506721378937,0.012710692561820034,0.4405416063151616,0.46093477632691576,0.47044036850104104,0.4776788194012028,0.488771772222726,0.0003611554482130516
t_subj.a2uc42qALAbk,0.2859526962797274,0.08062006804164842,0.09690748262231524,0.23682171535541913,0.3180414758746387,0.3453077956569063,0.37884769818023495,0.006986117526129073
t_subj.bIGrT2JgnV8h,0.38144003878473076,0.08254492040066443,0.1489486716075646,0.35076467525368354,0.39943028821677706,0.4341365446314461,0.5030202108862326,0.006211566382029419
t_subj.beMiKSQwLbmP,0.14219759686596106,0.06854554232489661,0.030453325312310427,0.08896040913118419,0.13719364992618907,0.18589463708067588,0.2869473054103577,0.003563651668232614
t_subj.bfadGrp5nqVu,0.344050571164159,0.04764771756101463,0.24905202770158547,0.32210639716705247,0.34129667055364876,0.380852357666394,0.41831892256145253,0.003282509331862294
t_subj.bfsCGazJkgHe,0.32370480661674417,0.10789611492860414,0.11332176795639134,0.2399223038155842,0.3282501496929454,0.4109123748836743,0.5031416820387405,0.008992318740713405
t_subj.bsBTMtR449YJ,0.14886933662693624,0.06860068303557797,0.02679917570620608,0.0969010369778888,0.14381044843599472,0.19693835521073003,0.29052046743701326,0.004191178863558246
t_subj.c1bgmfeXTXTb,0.2974890313447763,0.0445085776031449,0.2039833744346202,0.26945163767214225,0.3013286619906513,0.32854242884129164,0.3766040241636099,0.0032205918954764253
t_subj.eYN6bFalTKXx,0.2409191743845498,0.09495573018861736,0.07403212563265973,0.17469574191989234,0.23451443217722337,0.29499635720766176,0.4618165687361163,0.007706099592643606
t_subj.gk8Vo58Syky3,0.25108270728224846,0.0670924620452385,0.12062133470458783,0.20210363592165026,0.2542749566883597,0.3028177136344074,0.3657538614138243,0.005621209008770405
t_subj.hbqSJJgFRp6J,0.44139532981237317,0.07872960060065723,0.26138418287669857,0.39386195020744785,0.4562235774258356,0.4999249826491386,0.5582866621067066,0.00590091023765937
t_subj.iQS78gQlITXB,0.40098471079139386,0.01970449202909943,0.35650210937921734,0.3894975405153919,0.4029339123412371,0.4143762269061629,0.43577373526713353,0.000678536276073438
t_subj.j1fpeDp6n8UR,0.2888608324706342,0.06227658657595301,0.14962782505265557,0.24998739803895598,0.2939709205326606,0.33337139304282654,0.39514254356378387,0.0050624764435754765
